NAME,MAP,SENSOR,PROD,ALG,PERIOD,PERIOD_CODE,MATH,UNITS,MTIME_FILE,MTIME_SUBAREA,REGION,SUBAREA,N_SUBAREA,N,MIN,MAX,MED,AMEAN,GMEAN,STD,GSTATS_N,GSTATS_MIN,GSTATS_MAX,GSTATS_MED,GSTATS_AMEAN,GSTATS_GMEAN,GSTATS_STD,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,7,566,509,0.079116881,0.369382679,0.181815863,0.18851366,0.176962605,0.064909621,509,0.079079054,0.369382679,0.17859526,0.186486934,0.174664511,0.065592904,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,6,947,947,0.069432996,0.172821432,0.086358778,0.089673562,0.089151689,0.010542221,947,0.069398001,0.172821432,0.086296648,0.08935774,0.088863149,0.01025133,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,4,210,183,0.081045322,0.325892806,0.089779139,0.09932599,0.09611337,0.033264147,183,0.081045315,0.320025057,0.089765109,0.099006295,0.095885025,0.03274167,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,5,562,562,0.077056207,0.092176206,0.08539132,0.085629296,0.085584995,0.002750856,562,0.077010483,0.091784693,0.085360371,0.085584226,0.085539777,0.002755036,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,26,865,865,0.063177124,0.135802254,0.087145224,0.088733443,0.087417597,0.015513934,865,0.063061118,0.130022168,0.086497173,0.08785647,0.08660688,0.014984031,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,27,1356,1356,0.049582951,0.123920083,0.073451146,0.074814156,0.074378158,0.008316396,1356,0.049385551,0.120482758,0.073178276,0.074224035,0.073804372,0.00806972,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,28,2006,2006,0.060931895,0.10055542,0.078623973,0.078976583,0.078846458,0.004548993,2006,0.060111608,0.099243745,0.078411274,0.078788967,0.078657007,0.004570188,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,8,331,309,0.0809412,0.306420892,0.194578141,0.191933507,0.185667989,0.046762232,309,0.080941193,0.304984957,0.192835987,0.189749534,0.183289896,0.047412346,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,29,1501,1501,0.059711862,0.088684015,0.081369087,0.080413019,0.080252135,0.00491413,1501,0.059028603,0.088678159,0.081222892,0.080186814,0.080010721,0.005123794,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,9,856,839,0.069708221,0.288794637,0.127448902,0.143027901,0.132241334,0.057300625,839,0.069708213,0.28756094,0.125768363,0.141932805,0.131241716,0.057049122,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,22,888,888,0.10899014,0.207845092,0.180190518,0.174152045,0.173019036,0.018893627,888,0.106882252,0.206855223,0.178916529,0.172582591,0.171326813,0.019778703,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,19,892,892,0.119446538,0.248755947,0.187970161,0.187273963,0.186120431,0.020599344,892,0.116106205,0.245188847,0.186837703,0.185732404,0.184559165,0.020596907,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,23,20,16,0.199484065,0.299080223,0.274104625,0.257548469,0.255600535,0.031945541,16,0.19923158,0.299080223,0.274104625,0.256935857,0.254967037,0.032136496,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,25,1818,1280,0.099852569,0.231351435,0.175356463,0.165901084,0.16221035,0.033876573,1280,0.099468432,0.231351435,0.174440697,0.164968265,0.161152327,0.034407448,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,20,511,511,0.095529795,0.184218422,0.135557413,0.13566968,0.134511929,0.017675594,511,0.090728477,0.182323709,0.133447185,0.133289694,0.132179811,0.017179507,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,21,314,314,0.081482649,0.200804979,0.153206095,0.152413159,0.150388538,0.023788872,314,0.08090049,0.199265823,0.151011601,0.14964367,0.147763644,0.022679421,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,13,734,729,0.117248878,0.290797234,0.212052032,0.213077567,0.210773069,0.030845255,729,0.112378053,0.2901375,0.209648371,0.210834429,0.20836666,0.031693241,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,14,669,669,0.054836217,0.207709,0.113396153,0.121088417,0.115599548,0.037071454,669,0.054414365,0.202978849,0.10641975,0.116990834,0.111938182,0.035284826,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,11,804,803,0.0801671,0.285415679,0.118870914,0.124503723,0.122095592,0.026835527,803,0.079036623,0.285084903,0.117402449,0.122159246,0.119954374,0.025561458,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,10,598,526,0.110686518,0.361281723,0.245829016,0.236517078,0.230501474,0.050632315,526,0.11045067,0.361281753,0.242509961,0.233927089,0.227556988,0.051884904,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,12,252,239,0.080332451,0.278476089,0.16447933,0.170122452,0.167474706,0.03015565,239,0.080332451,0.278476089,0.161949739,0.167890021,0.165144803,0.030692291,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,17,295,211,0.171362311,0.32150948,0.215706527,0.225256881,0.222935813,0.03350967,211,0.166074753,0.32150951,0.215399116,0.224107512,0.221695627,0.033982192,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,18,307,228,0.160349622,0.228656232,0.197455317,0.195787204,0.195347888,0.012949343,228,0.15800333,0.228656217,0.197242185,0.195060056,0.194577115,0.013537897,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,24,24,3,0.211252719,0.219230995,0.218715891,0.216399868,0.216368915,0.004464996,3,0.211202756,0.21923098,0.218715876,0.216383204,0.216351846,0.004493786,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,15,482,482,0.080113664,0.219772413,0.156872541,0.150477053,0.146440149,0.033314362,482,0.079699583,0.21574378,0.153328955,0.14718939,0.143188837,0.032969433,,
M_199709-OCCCI-L3B4-PICO-BREWINSST_NES-STATS,L3B4,OCCCI,PICO,BREWINSST_NES,M_199709,M,STATS,mg m^-3,1594995376,1595002203,ATLANTIS_NEUS,16,581,581,0.1205559,0.317635983,0.202542588,0.209343844,0.206030369,0.038343121,581,0.119633459,0.317130953,0.198444828,0.206002931,0.202548514,0.038908469,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,2,1516,1516,0.267899722,1.798537254,0.487557203,0.536261834,0.51503683,0.169559683,1516,0.266930908,1.796147823,0.477298588,0.519822407,0.50085711,0.157667612,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,3,772,772,0.244252026,0.870991886,0.349259853,0.356644481,0.352493746,0.058446247,772,0.233291805,0.719082296,0.340989977,0.348094898,0.344448814,0.052672622,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,0,673,426,0.112427533,20.77929306,0.932682037,2.61207149,1.098896901,3.332001354,426,0.111177832,20.77929306,0.892414749,2.504766256,1.054246456,3.211628455,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,1,684,680,0.505420923,4.490336418,1.248714209,1.401896317,1.24450689,0.717142375,680,0.495699495,4.319478035,1.182005644,1.339839686,1.190137169,0.691557617,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,7,566,509,0.2979137,3.353385925,0.977171063,1.12410264,0.984058591,0.571643547,509,0.297797203,3.353385925,0.939128399,1.10181595,0.95839326,0.576241276,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,6,947,947,0.247406021,1.299658179,0.378943652,0.42717736,0.407614454,0.14941003,947,0.24564445,1.196952105,0.372458994,0.419524584,0.401257145,0.141990584,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,4,210,185,0.322530001,17.26982117,1.181169629,1.839239022,1.316821144,2.613722504,185,0.322530001,17.26982307,1.094320059,1.740707735,1.242207709,2.593205307,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,5,562,562,0.2745592,2.596323967,0.399427831,0.499910242,0.466688562,0.207370512,562,0.266116351,1.648216486,0.392474681,0.485757735,0.455647705,0.182782054,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,26,865,865,0.263842911,0.667508185,0.368031323,0.382237477,0.374435252,0.079307077,865,0.263333946,0.603368878,0.364323497,0.37681525,0.369675718,0.074679282,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,27,1356,1356,0.147796094,0.567838013,0.271320015,0.264827158,0.256699578,0.066905483,1356,0.141795129,0.542681515,0.26727888,0.260688712,0.25296256,0.064479776,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,28,2006,2006,0.144565701,0.681526005,0.251390696,0.260920933,0.255959965,0.051939981,2006,0.137844607,0.493546724,0.243276373,0.253930121,0.249238577,0.04977943,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,8,331,309,0.340891272,2.072892666,1.091444254,1.081578429,1.00945147,0.375603861,309,0.340891272,2.063882828,1.049558163,1.055570891,0.983156665,0.374171951,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,29,1501,1501,0.127036467,0.46353972,0.284942836,0.284637175,0.279055949,0.054651363,1501,0.124626778,0.443804592,0.273834378,0.274329093,0.268576572,0.054575411,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,9,856,839,0.194813043,2.082475662,0.673135817,0.757295544,0.656841606,0.396390753,839,0.194813058,2.082475662,0.665037155,0.74235627,0.640999296,0.396037341,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,22,888,888,0.49790886,1.688177466,1.024819016,0.998936758,0.975765374,0.207251641,888,0.482124567,1.531677961,0.99651742,0.968850693,0.945757415,0.20292655,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,19,892,892,0.546389163,2.804175377,1.061226726,1.109430757,1.07807806,0.283058885,892,0.525235891,2.431638956,1.03958714,1.078370566,1.050294129,0.259213464,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,23,20,16,1.300970316,2.072892666,1.865996003,1.792817198,1.780538987,0.206843692,16,1.268535376,2.063882828,1.865996003,1.781504355,1.76728918,0.221162301,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,25,1818,1288,0.434622675,4.112523079,0.946829855,1.051624092,0.942466474,0.528247142,1288,0.431790084,4.092048645,0.922645628,1.034646616,0.926041977,0.523867279,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,20,511,511,0.414658546,0.990444958,0.63037473,0.636017314,0.626949205,0.108220692,511,0.389192939,0.932426393,0.615047753,0.618807515,0.610520213,0.102027482,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,21,314,314,0.345281422,1.468952656,0.74585551,0.751547767,0.733400122,0.161415386,314,0.342398554,1.064511538,0.72591567,0.725265845,0.710029909,0.143215826,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,13,734,729,0.72985661,1.909012079,1.224195719,1.235506134,1.210341745,0.249812209,729,0.709863544,1.853480101,1.186017036,1.204556379,1.178384502,0.251508133,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,14,669,669,0.22186549,1.149851203,0.545875728,0.58930647,0.545572756,0.226363421,669,0.217987671,1.101326704,0.499420136,0.551911649,0.511861314,0.212094789,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,11,804,803,0.333351135,1.968444109,0.532692194,0.574940987,0.554360389,0.184346104,803,0.33263731,1.944620252,0.521549821,0.557016576,0.539198837,0.170000204,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,10,598,527,0.484592348,4.114232063,1.452183604,1.463094251,1.370250195,0.526313917,527,0.483256876,4.114232063,1.413400888,1.428817164,1.332943117,0.529122192,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,12,252,239,0.341064215,1.868710637,0.827353239,0.869641903,0.843985359,0.21992686,239,0.341064215,1.868710637,0.805819273,0.850415817,0.823962361,0.223177362,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,17,295,211,1.066115737,4.017745018,1.875034928,1.987719337,1.937777683,0.468530568,211,0.93013525,4.017745018,1.838747025,1.917433817,1.861780537,0.482276963,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,18,307,230,0.820896149,6.726817131,1.467646122,1.781850673,1.641094222,0.788240876,230,0.780161262,6.726817131,1.441622853,1.680425436,1.557276094,0.731871239,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,24,24,4,1.886155009,2.647469997,2.551879883,2.302559704,2.281094631,0.358765727,4,1.886155009,2.647469997,2.551879883,2.302320749,2.280838047,0.358923931,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,15,482,482,0.335375696,1.880251884,0.792565644,0.773135609,0.733123424,0.243531772,482,0.333368272,1.307854414,0.758686483,0.739908096,0.70277145,0.229300619,,
M_199709-OCCCI-V4_2-L3B4-CHLOR_A-OCI-STATS,L3B4,OCCCI,CHLOR_A,OCI,M_199709,M,STATS,mg m^-3,1592014251,1595002203,ATLANTIS_NEUS,16,581,581,0.543460011,3.012755871,1.127643585,1.382038688,1.284741752,0.542668566,581,0.538099408,2.872808218,1.076758623,1.323470322,1.229880123,0.524371849,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,2,1516,1516,0.088272922,0.522592783,0.194976613,0.210643321,0.198339149,0.075787457,1516,0.072637379,0.49585247,0.178517506,0.194061147,0.183502007,0.068251132,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,3,772,772,0.065938413,0.186705247,0.110154174,0.113809875,0.111935803,0.021152094,772,0.062678203,0.165119618,0.105752327,0.107284079,0.105881034,0.017420188,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,0,673,445,0.0277551,13.09455204,0.442518145,1.633791654,0.436170833,2.40358441,445,0.027574491,13.09455204,0.373080224,1.558846386,0.396079519,2.353168289,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,1,684,680,0.226445332,2.260737896,0.510137439,0.63582437,0.55805049,0.364186251,680,0.202427313,2.140580177,0.453280836,0.579214905,0.505866509,0.340461119,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,7,566,533,0.181248903,2.267246723,0.469728827,0.57058957,0.502339564,0.312354248,533,0.171353161,2.206984043,0.4421902,0.541039687,0.471630912,0.305173555,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,6,947,947,0.076243557,0.652201414,0.172802746,0.193794576,0.177473774,0.087397175,947,0.074561685,0.513322234,0.159354419,0.179338925,0.165428972,0.077225264,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,4,210,186,0.386112899,14.03183746,0.662954926,1.017301847,0.745391348,1.756167571,186,0.363549143,13.59635544,0.596546769,0.935948632,0.673978501,1.724298921,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,5,562,562,0.080077961,0.743437231,0.173599124,0.203008998,0.179860496,0.10456262,562,0.079762995,0.689632237,0.162879303,0.189973319,0.170283943,0.093193564,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,26,865,865,0.067291208,0.282884628,0.123868167,0.127491419,0.121619545,0.038838745,865,0.067146957,0.215949044,0.118122362,0.122927465,0.117413511,0.036775361,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,27,1356,1356,0.052311782,0.282884628,0.083684869,0.089792325,0.087399728,0.023374084,1356,0.05052045,0.215949044,0.08186093,0.086917546,0.084887711,0.020577281,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,28,2006,2006,0.041502237,0.204591841,0.069734044,0.074045426,0.071624304,0.020427386,2006,0.041339111,0.18875213,0.066177279,0.071566075,0.069332712,0.019107671,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,8,331,330,0.192591459,1.353458643,0.444324166,0.508224303,0.461714607,0.229321857,330,0.174911991,1.246679425,0.419008434,0.477672087,0.431446274,0.219831398,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,29,1501,1501,0.027763208,0.142693952,0.083101578,0.083320254,0.081578909,0.015749995,1501,0.027589379,0.126521692,0.080106862,0.079216279,0.077590066,0.014487382,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,9,856,856,0.067237198,1.196863532,0.289672196,0.329574765,0.286406002,0.16994984,856,0.065786578,1.16529572,0.271413058,0.310941229,0.268293861,0.164855476,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,22,888,888,0.135210663,0.851942897,0.368013889,0.368316289,0.35315998,0.10256638,888,0.134797767,0.65810585,0.339429945,0.339524684,0.32635274,0.092052089,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,19,892,892,0.289174348,1.065794826,0.439309537,0.478649233,0.462610183,0.131091068,892,0.25171575,0.870017886,0.419188827,0.450157318,0.437310786,0.111546495,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,23,20,16,0.907637715,1.353458643,1.126521349,1.109439824,1.100364717,0.148605919,16,0.886509955,1.283449769,1.084943295,1.07645807,1.068977482,0.132369562,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,25,1818,1269,0.130158216,5.33617115,0.336342096,0.464117734,0.367874443,0.465186422,1269,0.127649218,5.288433075,0.315712512,0.444825444,0.351168078,0.452856494,,
M_199710-OCCCI-L3B4-MICRO-BREWINSST_NES-STATS,L3B4,OCCCI,MICRO,BREWINSST_NES,M_199710,M,STATS,mg m^-3,1594991537,1595002203,ATLANTIS_NEUS,20,511,511,0.216590732,0.676187098,0.341194808,0.349090733,0.344267451,0.060831003,511,0.189674556,0.62402761,0.304690033,0.31220658,0.307496824,0.057265665,,
